name,email,website
COLORS,info@hotelcolorsbcn.com,www.hotelcolors.com
COMERCIO,info@hotel-barcelonahouse.com,www.hotel-barcelonahouse.com
EASYHOTEL BARCELONA FIRA,barcelona@easyhotel.com,www.easyhotel.com
EVEREST,Info@hoteleverest.es,www.hoteleverest.es
GENERATOR BARCELONA,ask.barcelona@generatorhostels.com,staygenerator.com/destinations/barcelona
HOTEL BARBARA,,www.hotelbarbarabcn.com
HOTEL RAMBLAS INTERNACIONAL,recepcion@hotelramblasinternacional.com,www.hotelramblasinternacional.com/
INGLÉS,hingles@hotelingles.net,www.hotelingles.net
LLORET,info@hlloret.com,www.hlloret.com
LYON,reserve@gargallohotels.es,www.gargallohotels.es
MARINA FOLCH,mesonbarceloneta@gmail.com,
PASEO DE GRACIA,info@hotelpaseodegracia.es,www.hotelpaseodegracia.es
PELAYO,pelayo@hotelpelayo.com,www.hotelpelayo.com
PENINSULAR,info@hotelpeninsularbarcelona.com,hotelpeninsularbarcelona.com/?lang=es
PRAKTIK BAKERY,direccion@hotelpraktikbakery.com,www.hotelpraktikbakery.com
PRAKTIK VINOTECA,direccion@hotelpraktikvinoteca.com,www.hotelpraktikvinoteca.com
ROMA REIAL,info@hotel-romareial.com,www.hotel-romareial.com
TOLEDANO,reservas@hoteltoledano.com,www.hoteltoledano.com
TRANSIT,hotel@hoteloasis.es,www.hoteltransit.es
TRAVELODGE BARCELONA POBLENOU,barcelona.poblenou@travelodge.co.uk,www.travelodge.es
HESPERIA FIRA SUITES,hhfirasuites@hesperia.com,www.hesperia.com/hotel/barcelona/
ARAI 4*S MONUMENT,arai@derbyhotels.com,www.hotelarai.com
AC VICTORIA SUITES,acvictoriasuites@ac-hotels.com,www.victoriabcn.com
APARTHOTEL MARIANO CUBI,marianocubi@aparthotelmarianocubi.com,www.aparthotelmarianocubi.com
ATENEA BARCELONA APARTHOTEL,reservas.atenea@cityhotels.es,www.aparthotelatenea.com
BARCELONA APARTMENT LA REPÚBLICA,larepublica@barcelona-apartment.com,www.barcelona-apartment.com
CAPRI BY FRASER BARCELONA,Reception.barcelona@capribyfraser.com,www.frasershospitality.com/en/spain/barcelona/capri-by-fraser-barcelona/
CATALONIA PARK PUTXET,putxet@cataloniahotels.com,www.cataloniahotels.com/es
DUQUESA SUITES,info@duquesasuitesbarcelona.com,www.hotelduquesasuitesbarcelona.com
HOTEL & SPA VILLA OLÍMPIC@ SUITES,villaolimpica@zthotels.com,villaolimpica.zthotels.com
MURMURI RESIDENCE MERCADER,info@murmuri.com,www.murmuri.com
ACTA AZUL,azul@actahotels.com,www.actahotels.es/
BARCELONA APARTMENT ALLADA,recep.allada@barcelona-apartment.com,www.barcelona-apartment.com/es/apartments/aparthotel-allada
BARCELONA APARTMENT ARAMUNT,aramunt@barcelona-apartment.com,www.barcelona-apartment.com
BONANOVA SUITE,info@bonanovasuite.com,www.bonanovasuite.com
CITADINES BARCELONA RAMBLAS,barcelona@citadines.com,www.citadines.com
HESPERIA SANT JOAN SUITES,hhsantjoan@nh-hotels.com,www.hesperia.com/es/es/hoteles/espana/barcelona/hesperia-sant-joan.html
PARK SEDÓ BENSTAR HOTEL GROUP,info@parksedo.com,www.parksedo.com
MIDTOWN APARTMENTS,midtownapartments@nnhotels.com,www.midtownapartments-barcelona.com
ONA LIVING BARCELONA,info@barcelonaliving.es,https://www.barcelonaliving.es
APARTHOTEL SENATOR BARCELONA,recepcion@aparthotelsenator.com,www.aparthotelsenator.com
APARTHOTEL SILVER,reservations@hotelsilver.com,www.hotelsilver.com
SIXTIES RAMBLAS,hotel@hotelsixties.com,https://www.hotelsixties.com
ANBA,direccion@anba.es,https://www.anba.es
BARCELONA CITY CENTRE,info@barcelonacitycentre.com,www.barcelonacitycentre.com
BCN URBANESS HOTELS BONAVISTA,reservas@bcnurbanhotelsbonavista.es,https://www.bcnurbanhotelsbonavista.com
BLANC GUESTHOUSE,info@blancguesthouse.com,https://www.blancguesthouse.com
ECO BOUTIQUE HOSTAL GRAU,bookgreen@hostalgrau.com,www.hostalgrau.com
EL JARDÍ,,
HOSTAL BALER,administracion@hostalbaler.com,https://www.hostalbaler.com
HOSTAL BALLESTERO,hostalballestero@hotmail.com,https://www.hostalballestero.com
HOSTAL BARCELONA CENTRO,info@hostalbarcelonacentro.com,www.hostalbarcelonacentro.com
HOSTAL BCN PORT,hostalbcnport@huersa.com,https://www.atiramhotels.com/hoteles/barcelona/hostal-bcn-port/
HOSTAL BENIDORM,oficina@hostalbenidorm.com,www.hostalbenidorm.com
HOSTAL CÈNTRIC,info@hostalcentric.com,https://www.hostalcentric.com
HOSTAL EDEN,hostaleden@hotmail.es,https://www.hostaleden.net
HOSTAL FERNANDO,reservas@hfernando.com,https://www.hfernando.com
HOSTAL GIRONA,lorenzo@hostalgirona.com,https://www.hostalgirona.com
HOSTAL LAMI,lami@hlami.com,www.hostal-lami.com
HOSTAL MARE NOSTRUM,hostal@hostalmarenostrum.com,https://www.hostalmarenostrum.com
HOSTAL OLIVA,info@hostaloliva.com,https://www.hostaloliva.com
HOSTAL RESIDENCIA CAPITOL,reservas@hoteltoledano.com,https://www.hoteltoledano.com
HOSTAL SANS,info@hostalsans.com,www.hostalsans.com
IBIS BUDGET AEROPUERTO VILADECANS,H5449@accor.com,www.ibisbudget.com
MONROOMS BARCELONA,info@monrooms.com,www.monrooms.com
PETIT,info@petit-hotel.net,https://www.petit-hotel.net
PRAKTIK GARDEN,reservas@hotelpraktikgarden.com,www.hotelpraktikgarden.com
PRAKTIK RAMBLA,reservas@hotelpraktikrambla.com,https://www.hotelpraktikrambla.com
RADIO,info@hostalradio.com,hradiobarcelona.com/
SMARTROOM,info@smartroombarcelona.com,https://www.smartroombarcelona.com
COLMENERO,pensioncolmenero@gmail.com,
DRAGONFLYBCN,dragonflybcn@gmail.com,www.dragonflybcn.es
HOSTAL BEJAR,info@hostalbejar.com,https://hostalbejar.com/
HOSTAL GOYA,info@hostalgoya.com,https://www.hostalgoya.com
HOSTAL LA TERRASSA,,
PENSIÓN HOSTAL SAN RAMÓN,info@pensionsanramon.com,https://www.pensionsanramon.com
PENSIÓN MIAMI,miami@rondas.com,https://www.pensionmiamibarcelona.com/home
TURISOL,info@hostel-turisol.com,www.hostalturisol.com
BACHOME GALLERY B&B,reservations@bachomebarcelona.com,https://www.bachomebarcelona.com
BACHOME TERRACE B&B,reservations@bachomebarcelona.com,https://www.bachomebarcelona.com
BOUTIQUE BED AND BREAKFAST,info@boutique-bedandbreakfast.com,www.boutique-bedandbreakfast.com
CASA BELLA GRACIA,info@aspasios.com,https://www.casabellagracia.com
CASA MATHILDA,info@casamathilda.com,https://www.casamathilda.com
COOLROOMS MALDÀ,malda@coolrooms.com,https://www.coolrooms.com
DESTINATIONBCN,info@destinationbcn.com,https://www.destinationbcn.com/
HOSTAL ASLYP114,info@hostalaslyp114.com,www.hostalaslyp114.com
HOSTAL FRONT ARC,,
HOSTAL PETIT PRÍNCEP,info@hostalpetitprincep.com,www.hostalpetitprincep.com
MOSAIC BY ONA HOTELS,recepcion@onahotels-mosaic.com,www.onahotels-mosaic.com
RAMBLAS BY PILLOW,ramblas@bypillow.com,www.bypillow.com
SOM NIT BORN,reservas@hostalsomnitborn.com,www.hostalsomnitborn.com
SOM NIT TRIOMF,reservas@hostalsomnittriomf.com,www.hostalsomnittriomf.com
SONDER VASANTA,barcelona@sonder.com,https://www.sonder.com
SUITES AVENUE APARTMENTS LUXE,suitesavenue@derbyhotels.com,www.suitesavenue.com
CASP74 APARTMENTS,casp74@apartmentscasp74.com,www.apartmentscasp74.com
UP SUITES BCN,info@upsuitesbcn.com,www.upsuitesbcn.com
AINB GOTHIC JAUME I,reservas@ainb.net,www.ainb.net
APARTAMENTOS SATA OLIMPIC VILLAGE AREA,,
APARTAMENTOS SATA PARK GUELL AREA,info@apartamentossata.com,www.apartamentossata.com
APARTMENTS RAMBLA 102,info@apartmentsrambla102.com,www.apartmentsrambla102.com
ARAGO312,,www.arago312.com
ASPASIOS PLAZA REAL APARTMENTS,info@aspasios.com,www.aspasios.com
BARCELONA APARTMENT GRAN DE GRACIA,,
BARCELONA APARTMENT MILA,,
BARCELONA APARTMENT VILLARROEL,,
BONAVISTA APARTMENTS - PASSEIG DE GRACIA,info@bonavista-apartments.com,www.bonavista-apartments.com
BOUTIQUE APARTMENTS 23 BARCELONA,team@23barcelona.com,https://www.23barcelona.com
CASAGRAND LUXURY SUITES,info@casagrand.com,www.casagrand.com
CHARMING FLATS BY ASPASIOS,info@aspasios.com,www.aspasios.com
ERIC VOKEL GRAN VIA SUITES,granvia@ericvokel.com,www.ericvokel.com
HAPPY PEOPLE SAGRADA FAMILIA - SANT PAU,info@happypeoplebarcelona.com,www.happypeoplebarcelona.com
LUGARIS BEACH,info@lugaris.com,www.lugaris.com
LUSTRE,,
MAJESTIC RESIDENCE,info@hotelmajestic.es,www.majesticresidence.es
MH APARTMENTS LICEO,info@mhapartments.com,www.mhapartments.com
PIERRE & VACANCES BARCELONA SANTS,vpl@fr.groupepvcp.com,www.pierrevacances.es
ROCAMORA APARTMENTS,info@rocamoraapartments.com,https://www.rocamoraapartments.com
SENSATION SAGRADA FAMILIA,info@sensation-apartments.com,www.sensation-apartments.com
SERENNIA APARTAMENTOS RAMBLAS PLAÇA CATALUNYA,info@serennia.com,www.serennia.com
